,Unnamed: 0,date,game_center,geo_location,attendance,capacity,home,guest,streak_home,streak_guest
492,492,2016-01-05 19:00:00,Wells Fargo Center,"Philadelphia, PA",14013,20318,76ers,Timberwolves,1,-3
493,493,2016-01-05 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14301,22076,Pistons,Magic,1,-3
494,494,2016-01-05 19:30:00,AmericanAirlines Arena,"Miami, FL",19874,19600,Heat,Pacers,3,-1
495,495,2016-01-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14718,18717,Bucks,Spurs,-1,5
496,496,2016-01-05 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Kings,-1,2
497,497,2016-01-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17912,19911,Jazz,Rockets,-1,1
498,498,2016-01-05 22:00:00,Moda Center,"Portland, OR",18832,19441,Trail,Grizzlies,0,1
499,499,2016-01-05 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Hornets,3,-4
500,500,2016-01-06 20:00:00,Philips Arena,"Atlanta, GA",15082,18729,Hawks,Knicks,-2,2
501,501,2016-01-06 20:00:00,United Center,"Chicago, IL",21686,20917,Bulls,Bucks,5,-2
502,502,2016-01-06 20:30:00,American Airlines Center,"Dallas, TX",20059,19200,Mavericks,Kings,1,-1
503,503,2016-01-06 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Warriors,-1,4
504,504,2016-01-07 19:00:00,AmericanAirlines Arena,"Miami, FL",19987,19600,Heat,Knicks,-1,3
505,505,2016-01-07 19:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Pacers,-4,1
506,506,2016-01-07 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Cavaliers,-2,5
507,507,2016-01-07 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Pistons,-1,2
508,508,2016-01-07 20:00:00,Target Center,"Minneapolis, MN",12059,19356,Timberwolves,Nuggets,-4,1
509,509,2016-01-07 20:00:00,Smoothie King Center,"New Orleans, LA",15255,17188,Pelicans,Mavericks,-1,2
510,510,2016-01-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Jazz,6,-2
511,511,2016-01-07 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16910,18422,Suns,Hornets,1,-5
512,512,2016-01-07 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Grizzlies,1,-1
513,513,2016-01-07 22:00:00,Moda Center,"Portland, OR",18598,19441,Trail,Clippers,0,7
514,514,2016-01-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",12611,20318,76ers,Hawks,-1,1
515,515,2016-01-08 20:00:00,United Center,"Chicago, IL",21497,20917,Bulls,Celtics,6,-2
516,516,2016-01-08 20:00:00,Toyota Center,"Houston, TX",18155,18104,Rockets,Jazz,2,-3
517,517,2016-01-08 22:30:00,Sleep Train Arena,"Sacramento, CA",17386,17317,Kings,Lakers,1,-2
518,518,2016-01-09 19:00:00,Verizon Center,"Washington, DC",17064,20173,Wizards,Raptors,-3,2
519,519,2016-01-09 20:00:00,FedExForum,"Memphis, TN",17499,18119,Grizzlies,Nuggets,1,-1
520,520,2016-01-09 20:00:00,Target Center,"Minneapolis, MN",16768,19356,Timberwolves,Cavaliers,-5,6
521,521,2016-01-09 20:00:00,Smoothie King Center,"New Orleans, LA",16895,17188,Pelicans,Pacers,-2,2
522,522,2016-01-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16409,18717,Bucks,Mavericks,1,-1
523,523,2016-01-09 20:30:00,AT&T Center,"San Antonio, TX",18420,18581,Spurs,Knicks,7,-1
524,524,2016-01-09 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16866,18422,Suns,Heat,-1,1
525,525,2016-01-09 22:00:00,Moda Center,"Portland, OR",20035,19441,Trail,Warriors,0,5
526,526,2016-01-09 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Thunder,-3,2
527,527,2016-01-10 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Hornets,8,-6
528,528,2016-01-10 17:00:00,Philips Arena,"Atlanta, GA",19010,18729,Hawks,Bulls,2,-1
529,529,2016-01-10 19:00:00,Amway Center,"Orlando, FL",18058,18500,Magic,Wizards,-1,1
530,530,2016-01-10 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16406,22076,Pistons,Nets,3,-4
531,531,2016-01-10 19:30:00,Wells Fargo Center,"Philadelphia, PA",14100,20318,76ers,Raptors,-2,3
532,532,2016-01-10 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Heat,1,-1
533,533,2016-01-10 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Warriors,-1,6
534,534,2016-01-11 17:00:00,Target Center,"Minneapolis, MN",14363,19356,Timberwolves,Mavericks,-6,1
535,535,2016-01-11 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Pelicans,9,-3
536,536,2016-01-11 18:00:00,Wells Fargo Center,"Philadelphia, PA",19226,20318,76ers,Cavaliers,-3,7
537,537,2016-01-11 18:00:00,FedExForum,"Memphis, TN",17112,18119,Grizzlies,Celtics,2,-3
538,538,2016-01-11 19:00:00,Toyota Center,"Houston, TX",18133,18104,Rockets,Pacers,3,-1
539,539,2016-01-11 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Bucks,1,-1
540,540,2016-01-11 20:00:00,Pepsi Center,"Denver, CO",11343,19155,Nuggets,Hornets,1,-7
541,541,2016-01-11 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Thunder,0,-1
542,542,2016-01-11 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Jazz,-4,2
543,543,2016-01-12 20:00:00,United Center,"Chicago, IL",21409,20917,Bulls,Wizards,-2,2
544,544,2016-01-12 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Heat,7,-2
545,545,2016-01-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15284,18165,Pacers,Suns,1,-2
546,546,2016-01-13 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14273,22076,Pistons,Spurs,-1,9
547,547,2016-01-13 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Celtics,2,-4
548,548,2016-01-13 20:00:00,FedExForum,"Memphis, TN",16044,18119,Grizzlies,Rockets,-1,4
549,549,2016-01-13 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16867,18717,Bucks,Bulls,1,-3
550,550,2016-01-13 20:00:00,Target Center,"Minneapolis, MN",14791,19356,Timberwolves,Thunder,-7,1
551,551,2016-01-13 20:30:00,American Airlines Center,"Dallas, TX",20347,19200,Mavericks,Cavaliers,-1,8
552,552,2016-01-13 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Pelicans,1,-4
553,553,2016-01-14 19:00:00,Spectrum Center,"Charlotte, NC",15334,19077,Hornets,Hawks,1,-1
554,554,2016-01-14 19:00:00,Verizon Center,"Washington, DC",16248,20173,Wizards,Bucks,3,-1
555,555,2016-01-14 20:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Pacers,1,-1
556,556,2016-01-14 20:00:00,Toyota Center,"Houston, TX",17115,18104,Rockets,Timberwolves,5,-8
557,557,2016-01-14 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Mavericks,2,-2
558,558,2016-01-14 21:00:00,Pepsi Center,"Denver, CO",18004,19155,Nuggets,Warriors,2,-1
559,559,2016-01-14 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Jazz,0,-1
560,560,2016-01-14 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Pelicans,-2,1
561,561,2016-01-14 22:30:00,STAPLES Center,"Los Angeles, CA",19194,19060,Clippers,Heat,10,-3
562,562,2016-01-15 19:00:00,Wells Fargo Center,"Philadelphia, PA",14063,20318,76ers,Bulls,-4,1
563,563,2016-01-15 20:00:00,FedExForum,"Memphis, TN",15977,18119,Grizzlies,Pistons,1,-2
564,564,2016-01-15 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Cavaliers,10,-1
565,565,2016-01-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17894,19911,Jazz,Kings,-2,1
566,566,2016-01-15 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Lakers,1,-1
567,567,2016-01-16 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Wizards,-2,4
568,568,2016-01-16 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Timberwolves,3,-9
569,569,2016-01-16 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Suns,2,-3
570,570,2016-01-16 20:00:00,United Center,"Chicago, IL",22056,20917,Bulls,Mavericks,-1,1
571,571,2016-01-16 20:00:00,Smoothie King Center,"New Orleans, LA",16876,17188,Pelicans,Hornets,2,-1
572,572,2016-01-16 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15144,18717,Bucks,Hawks,1,-2
573,573,2016-01-16 21:00:00,Pepsi Center,"Denver, CO",15406,19155,Nuggets,Heat,-1,1
574,574,2016-01-16 21:30:00,Toyota Center,"Houston, TX",18320,18104,Rockets,Cavaliers,-1,1
575,575,2016-01-17 19:30:00,Philips Arena,"Atlanta, GA",17052,18729,Hawks,Nets,1,-2
576,576,2016-01-17 19:00:00,Spectrum Center,"Charlotte, NC",18288,19077,Hornets,Bucks,-2,2
577,577,2016-01-17 19:30:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Celtics,-1,3
578,578,2016-01-17 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21584,22076,Pistons,Warriors,1,-1
579,579,2016-01-17 19:30:00,Wells Fargo Center,"Philadelphia, PA",15698,20318,76ers,Blazers,1,0
580,580,2016-01-17 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Knicks,2,-2
581,581,2016-01-17 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Lakers,1,-2
582,582,2016-01-17 22:30:00,STAPLES Center,"Los Angeles, CA",19191,19060,Clippers,Kings,-1,2
583,583,2016-01-18 15:30:00,Target Center,"Minneapolis, MN",14330,19356,Timberwolves,Suns,1,-4
584,584,2016-01-18 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Heat,4,-1
585,585,2016-01-18 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Mavericks,11,-1
586,586,2016-01-18 20:00:00,Pepsi Center,"Denver, CO",11104,19155,Nuggets,Pacers,1,-3
587,587,2016-01-18 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Rockets,-3,1
588,588,2016-01-19 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,76ers,1,-1
589,589,2016-01-19 14:00:00,Spectrum Center,"Charlotte, NC",17459,19077,Hornets,Jazz,1,-1
590,590,2016-01-19 14:00:00,Verizon Center,"Washington, DC",17236,20173,Wizards,Blazers,-2,0
591,591,2016-01-19 14:30:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Pelicans,3,-1
592,592,2016-01-19 15:30:00,The Palace of Auburn Hills,"Detroit, MI",18935,22076,Pistons,Bulls,-1,1
593,593,2016-01-19 17:00:00,Philips Arena,"Atlanta, GA",17460,18729,Hawks,Magic,2,-3
594,594,2016-01-19 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Nets,5,-3
595,595,2016-01-19 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Warriors,-1,1
596,596,2016-01-19 20:30:00,American Airlines Center,"Dallas, TX",19866,19200,Mavericks,Celtics,1,-1
597,597,2016-01-19 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Rockets,1,-1
598,598,2016-01-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19886,19600,Heat,Bucks,-2,3
599,599,2016-01-20 20:00:00,Smoothie King Center,"New Orleans, LA",14255,17188,Pelicans,Timberwolves,1,-1
600,600,2016-01-20 21:00:00,Pepsi Center,"Denver, CO",12844,19155,Nuggets,Thunder,-1,5
601,601,2016-01-20 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16802,18422,Suns,Pacers,-5,1
602,602,2016-01-21 19:00:00,Amway Center,"Orlando, FL",17746,18500,Magic,76ers,-4,1
603,603,2016-01-21 19:00:00,Verizon Center,"Washington, DC",17008,20173,Wizards,Heat,1,-3
604,604,2016-01-21 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Jazz,2,-2
605,605,2016-01-21 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Celtics,6,-2
606,606,2016-01-21 20:00:00,United Center,"Chicago, IL",23152,20917,Bulls,Warriors,-1,2
607,607,2016-01-21 20:00:00,Toyota Center,"Houston, TX",17203,18104,Rockets,Pistons,-2,1
608,608,2016-01-21 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Hornets,6,-1
609,609,2016-01-21 20:30:00,American Airlines Center,"Dallas, TX",19621,19200,Mavericks,Timberwolves,2,-2
610,610,2016-01-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Kings,-4,3
611,611,2016-01-21 22:30:00,Moda Center,"Portland, OR",18783,19441,Trail,Hawks,0,3
612,612,2016-01-22 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Clippers,2,-1
613,613,2016-01-22 20:00:00,Smoothie King Center,"New Orleans, LA",15281,17188,Pelicans,Pistons,2,-1
614,614,2016-01-22 21:00:00,Pepsi Center,"Denver, CO",16140,19155,Nuggets,Grizzlies,-2,4
615,615,2016-01-22 22:00:00,Sleep Train Arena,"Sacramento, CA",17019,17317,Kings,Hawks,4,-1
616,616,2016-01-22 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16779,18422,Suns,Spurs,-6,12
617,617,2016-01-23 19:00:00,Amway Center,"Orlando, FL",18083,18500,Magic,Hornets,-5,1
618,618,2016-01-23 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Bulls,1,-2
619,619,2016-01-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Clippers,-1,1
620,620,2016-01-23 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Heat,7,-4
621,621,2016-01-23 20:00:00,Toyota Center,"Houston, TX",17196,18104,Rockets,Bucks,1,-1
622,622,2016-01-23 20:30:00,American Airlines Center,"Dallas, TX",20284,19200,Mavericks,Thunder,-1,7
623,623,2016-01-23 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Pacers,3,-1
624,624,2016-01-23 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Spurs,-5,13
625,625,2016-01-24 19:00:00,Spectrum Center,"Charlotte, NC",17768,19077,Hornets,Knicks,2,-2
626,626,2016-01-24 19:00:00,Smoothie King Center,"New Orleans, LA",16980,17188,Pelicans,Bucks,3,-2
627,627,2016-01-24 20:00:00,Target Center,"Minneapolis, MN",15608,19356,Timberwolves,Grizzlies,1,-1
628,628,2016-01-24 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Bulls,-1,1
629,629,2016-01-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17034,18422,Suns,Hawks,1,-2
630,630,2016-01-24 21:30:00,Pepsi Center,"Denver, CO",14646,19155,Nuggets,Pistons,1,-2
631,631,2016-01-24 22:30:00,Moda Center,"Portland, OR",19728,19441,Trail,Lakers,0,-6
632,632,2016-01-24 22:30:00,Sleep Train Arena,"Sacramento, CA",17419,17317,Kings,Pacers,5,-2
633,633,2016-01-25 15:30:00,Toyota Center,"Houston, TX",18142,18104,Rockets,Mavericks,2,-2
634,634,2016-01-25 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Clippers,8,-1
635,635,2016-01-26 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Timberwolves,1,-1
636,636,2016-01-26 19:00:00,Verizon Center,"Washington, DC",11753,20173,Wizards,Celtics,-1,3
637,637,2016-01-26 20:00:00,United Center,"Chicago, IL",21720,20917,Bulls,Heat,-1,1
638,638,2016-01-26 20:00:00,FedExForum,"Memphis, TN",15779,18119,Grizzlies,Magic,1,-6
639,639,2016-01-26 20:00:00,Smoothie King Center,"New Orleans, LA",15688,17188,Pelicans,Rockets,-1,3
640,640,2016-01-26 21:00:00,Pepsi Center,"Denver, CO",10280,19155,Nuggets,Hawks,-1,1
641,641,2016-01-26 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18783,19911,Jazz,Pistons,-1,1
642,642,2016-01-26 22:00:00,Sleep Train Arena,"Sacramento, CA",16991,17317,Kings,Hornets,-1,3
643,643,2016-01-26 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Spurs,4,-1
644,644,2016-01-27 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15448,18165,Pacers,Clippers,-3,1
645,645,2016-01-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",10851,20318,76ers,Suns,1,-1
646,646,2016-01-27 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Thunder,-3,1
647,647,2016-01-27 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Wizards,9,-2
648,648,2016-01-27 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",11884,18717,Bucks,Magic,1,-7
649,649,2016-01-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Kings,0,-2
650,650,2016-01-27 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Mavericks,-7,1
651,651,2016-01-28 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Suns,2,-2
652,652,2016-01-28 19:30:00,TD Garden,"Boston, MA",18108,18624,Celtics,Nuggets,4,-2
653,653,2016-01-28 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13712,22076,Pistons,76ers,2,-1
654,654,2016-01-28 20:00:00,Philips Arena,"Atlanta, GA",17664,18729,Hawks,Clippers,-1,2
655,655,2016-01-28 20:00:00,Target Center,"Minneapolis, MN",13337,19356,Timberwolves,Thunder,-2,2
656,656,2016-01-28 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Rockets,1,-1
657,657,2016-01-28 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",16683,19911,Jazz,Hornets,1,-1
658,658,2016-01-28 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Mavericks,5,-1
659,659,2016-01-29 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15196,18165,Pacers,Hawks,1,-2
660,660,2016-01-29 19:00:00,Verizon Center,"Washington, DC",15146,20173,Wizards,Nuggets,-3,1
661,661,2016-01-29 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Knicks,10,-4
662,662,2016-01-29 20:00:00,FedExForum,"Memphis, TN",15244,18119,Grizzlies,Bucks,2,-1
663,663,2016-01-29 20:00:00,Smoothie King Center,"New Orleans, LA",15636,17188,Pelicans,Kings,1,-3
664,664,2016-01-29 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Bulls,-8,1
665,665,2016-01-30 19:30:00,TD Garden,"Boston, MA",17729,18624,Celtics,Magic,5,-8
666,666,2016-01-30 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21012,22076,Pistons,Cavaliers,-1,3
667,667,2016-01-30 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Suns,1,-3
668,668,2016-01-30 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Rockets,3,-2
669,669,2016-01-30 20:30:00,American Airlines Center,"Dallas, TX",20409,19200,Mavericks,Nets,1,-2
670,670,2016-01-30 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17846,18717,Bucks,Heat,-2,3
671,671,2016-01-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18850,19911,Jazz,Timberwolves,2,-3
672,672,2016-01-30 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Hornets,0,-2
673,673,2016-01-30 22:30:00,STAPLES Center,"Los Angeles, CA",19495,19060,Clippers,Lakers,3,-9
674,674,2016-01-31 17:00:00,Wells Fargo Center,"Philadelphia, PA",20798,20318,76ers,Warriors,-2,6
675,675,2016-01-31 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Pistons,11,-2
676,676,2016-01-31 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Nuggets,2,-1
677,677,2016-01-31 19:00:00,Smoothie King Center,"New Orleans, LA",18037,17188,Pelicans,Nets,2,-3
678,678,2016-01-31 20:00:00,Toyota Center,"Houston, TX",18320,18104,Rockets,Wizards,-3,1
679,679,2016-01-31 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Kings,3,-4
680,680,2016-01-31 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Spurs,4,-1
681,681,2016-02-01 15:30:00,STAPLES Center,"Los Angeles, CA",19325,19060,Clippers,Bulls,4,-1
682,682,2016-02-01 18:00:00,AmericanAirlines Arena,"Miami, FL",19937,19600,Heat,Hawks,4,-3
683,683,2016-02-01 18:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Celtics,1,-1
684,684,2016-02-01 19:00:00,American Airlines Center,"Dallas, TX",20137,19200,Mavericks,Suns,2,-4
685,685,2016-02-01 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Warriors,-1,7
686,686,2016-02-01 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Timberwolves,0,-4
687,687,2016-02-01 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Hornets,-10,1
688,688,2016-02-02 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17283,18165,Pacers,Cavaliers,-1,5
689,689,2016-02-02 20:00:00,Philips Arena,"Atlanta, GA",15455,18729,Hawks,Mavericks,1,-1
690,690,2016-02-02 20:00:00,Smoothie King Center,"New Orleans, LA",15210,17188,Pelicans,Grizzlies,-1,4
691,691,2016-02-02 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Wizards,4,-1
692,692,2016-02-02 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Magic,1,-1
693,693,2016-02-02 21:00:00,Pepsi Center,"Denver, CO",10007,19155,Nuggets,Raptors,1,-1
694,694,2016-02-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18811,19911,Jazz,Bulls,3,-2
695,695,2016-02-02 22:00:00,Sleep Train Arena,"Sacramento, CA",16827,17317,Kings,Bucks,1,-3
696,696,2016-02-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Celtics,-2,1
697,697,2016-02-03 20:00:00,Toyota Center,"Houston, TX",18229,18104,Rockets,Heat,1,-1
698,698,2016-02-03 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15897,18422,Suns,Raptors,-5,1
699,699,2016-02-03 22:00:00,Moda Center,"Portland, OR",18306,19441,Trail,Bucks,0,-4
700,700,2016-02-03 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Timberwolves,1,-5
701,701,2016-02-04 19:00:00,Spectrum Center,"Charlotte, NC",19189,19077,Hornets,Cavaliers,2,-1
702,702,2016-02-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",10429,20318,76ers,Hawks,-3,2
703,703,2016-02-04 19:30:00,TD Garden,"Boston, MA",17297,18624,Celtics,Pistons,2,-1
704,704,2016-02-04 20:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Warriors,-2,8
705,705,2016-02-04 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Magic,5,-2
706,706,2016-02-04 20:30:00,American Airlines Center,"Dallas, TX",20385,19200,Mavericks,Heat,-2,1
707,707,2016-02-04 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Pelicans,2,-2
708,708,2016-02-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19461,19911,Jazz,Nuggets,4,-1
709,709,2016-02-04 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Bulls,-1,1
710,710,2016-02-04 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Timberwolves,-1,1
711,711,2016-02-05 19:00:00,The Palace of Auburn Hills,"Detroit, MI",17095,22076,Pistons,Knicks,1,-3
712,712,2016-02-05 21:30:00,Smoothie King Center,"New Orleans, LA",18420,17188,Pelicans,Lakers,-3,2
713,713,2016-02-05 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Raptors,0,2
714,714,2016-02-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15723,18422,Suns,Rockets,-6,2
715,715,2016-02-06 19:00:00,Philips Arena,"Atlanta, GA",17225,18729,Hawks,Pacers,3,-1
716,716,2016-02-06 19:00:00,Spectrum Center,"Charlotte, NC",19147,19077,Hornets,Heat,-1,2
717,717,2016-02-06 19:00:00,Amway Center,"Orlando, FL",16647,18500,Magic,Clippers,-3,1
718,718,2016-02-06 19:00:00,Verizon Center,"Washington, DC",17305,20173,Wizards,76ers,1,-4
719,719,2016-02-06 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Celtics,-2,3
720,720,2016-02-06 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Grizzlies,-4,5
721,721,2016-02-06 21:00:00,Pepsi Center,"Denver, CO",19155,19155,Nuggets,Bulls,1,-1
722,722,2016-02-06 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Bucks,5,-5
723,723,2016-02-06 21:30:00,American Airlines Center,"Dallas, TX",20404,19200,Mavericks,Spurs,-3,3
724,724,2016-02-07 17:00:00,Toyota Center,"Houston, TX",18308,18104,Rockets,Blazers,-1,0
725,725,2016-02-07 19:00:00,Spectrum Center,"Charlotte, NC",18450,19077,Hornets,Wizards,1,-1
726,726,2016-02-07 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Pistons,1,-1
727,727,2016-02-07 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pelicans,1,-4
728,728,2016-02-07 19:30:00,Wells Fargo Center,"Philadelphia, PA",18847,20318,76ers,Nets,1,-1
729,729,2016-02-07 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Mavericks,-1,1
730,730,2016-02-07 20:00:00,Target Center,"Minneapolis, MN",17876,19356,Timberwolves,Bulls,2,-2
731,731,2016-02-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Lakers,4,-1
732,732,2016-02-07 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16180,18422,Suns,Jazz,-7,6
733,733,2016-02-07 21:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Thunder,9,-1
734,734,2016-02-08 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Nuggets,-5,2
735,735,2016-02-08 13:00:00,Amway Center,"Orlando, FL",16021,18500,Magic,Hawks,1,-1
736,736,2016-02-08 14:00:00,AmericanAirlines Arena,"Miami, FL",19624,19600,Heat,Clippers,-1,2
737,737,2016-02-08 13:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Kings,4,-3
